ID,Username,CreateDate,Biased,Keyword,Text,Predicted
1397045252913917952,carlyeinfeld,2021-05-25 04:21:58+00:00,0,Jews,@Naiibl @LauraSaiepour @ronpetermen @MarkRuffalo Arabs also did massacres of Jews pre 1948 and when all the Arab nations attacked in 1948 Jews were killed or driven out of the Arab countries they were living in.,0
1588251009339359232,MartingaleLocal,2022-11-03 19:25:23+00:00,0,Israel,RT @bellybeastcuba: #BREAKING: The United Nations has just voted overwhelmingly to condemn the 60-year-old U.S. blockade on Cuba. The vote outcomes was:  - 185 countries in favor of the resolution - 2 against (the U.S. and Israel) - 2 abstentions (Brazil and Ukraine) https://t.co/K8gER4KnCf,0
1440353193716695057,blackwillow1,2021-09-21 12:32:16+00:00,0,Israel,Israel releases Palestinian Medhat Issawi on the condition he accepts deportation from his Issawiya home &amp; pays 1000 shekels @silwanic1 https://t.co/HXpwOt8GZv,0
1252771664343052290,MosasaurKSU,2020-04-22 01:30:14+00:00,0,Jews,"@RepRashida Jews and Gypsies, right?",0
1213138726181715968,ARMYMOM062013,2020-01-03 16:43:06+00:00,0,Israel,Iran lied to America and the west\n\nIran funds terror against America and Israel\n\nWhy did Obama and Biden send them $1 billion in CASH?\n\nDid they get anything in return?\n\nWhy is John Kerry allowed to secretly negotiate in defiance of the Logan Act?\n\nInvestigate these ties to Iran!,0
1229646324364201984,SViikna,2020-02-18 05:58:24+00:00,0,Jews,"""Putin left out the Soviet�s long record of covering up &amp; minimizing the genocide of Jews in order to keep the focus on Nazi crimes against the Soviet people�as well as Stalin�s persecution &amp; murder of Jewish anti-Nazi activists in the postwar years"" https://t.co/Tb2ktCi7sy",0
1627009648917192705,MaziDonchuksy2,2023-02-18 18:18:23+00:00,0,Jews,"#United Arab Emirates inaugurated the ‘#Abrahamic Family House’ to bring #Jews, #Christians and #Muslims together in peace and prayer. @real_IpobDOS @EUinNigeria @mfa_russia https://t.co/5Ut7hIE637",0
1345761506764455939,Willwitter,2021-01-03 15:58:40+00:00,0,Israel,�Champ2X�: Israel Adesanya reacts to Jan Blachowicz fight booking (by @Mckeever89) https://t.co/NmG84Sgw0Y,0
1345378025320361984,Biswaji39516992,2021-01-02 14:34:51+00:00,0,Israel,Israel leads the world in Covid-19 vaccinations per capita | In�Hindi. https://t.co/29HUWcdOHt,0
1229799119495008256,ElaineGrier5,2020-02-18 16:05:33+00:00,0,Jews,Anti-Semite CNN contributor refers to Jewish Stephen Miller as ?it.? This is the same way Hitler spoke about Jews. Ana Navarro is a literal Nazi.,0
