ID,Username,CreateDate,Biased,Keyword,Text,Predicted
1393595616089890816,Akulnunofurbus,2021-05-15 15:54:21+00:00,1,Israel,"RT @RashidaTlaib: Israel targeting media sources is so the world can't see Israel's war crimes led by the apartheid-in-chief Netanyahu.  It's so the world can't see the killing of babies, children and their parents.  It's so the world can't see Palestinians being massacred. https://t.co/AvDp3IuxUA",0
1545151228413415425,2Buchet,2022-07-07 21:02:15+00:00,1,Israel,"Revealed: Third of cabinet, including Boris Johnson, has been funded by Israel or pro-Israel lobby groups… and then there’s this… conservatives just an extension of the zioNazi Knesset  https://t.co/whntkzOdFD",0
1133083019206692864,crustycobs,2019-05-27 18:50:18+00:00,1,ZioNazi,Trump who won't actually get his gun + fight a war is under the control of ZioNazi Schill Bolton.\nWar with Iran would make the Iraq War look like a cakewalk https://t.co/ebYCEJQ8cZ via @YouTube,0
1397848144071647234,username_wan,2021-05-27 09:32:22+00:00,1,Jews,"@1Cindi1 @AntiIsr44522351 @MikeMoc4 @IDF That land (Palestine) used to be a shared land between, Muslim, jews and Christian. They live in peace and harmony. Until the so called �zionisme movement� came to the land and corrupt the land. Even the natives jews not accept this fake country (israel)",0
1342880235952492545,ziikoouu,2020-12-26 17:09:32+00:00,1,Israel,"@TokyoTom2020 @MarxistBastard @lund_bear You�re so manipulated by the media and don�t know what you�re talking about. Context? 70 years of being bombed, killed and raped by Israel while taking everything they have. And when Palestine retaliate in the slightest, they�re �evil�.",0
1618851605679595520,Navarraise,2023-01-27 06:01:14+00:00,1,Jews,"Hundreds of Anti-zionist Orthodox Jews #protest tonight, outside the #Zionist consulate in New York City, and condemn the Zionist bloody massacre today in #Jenin, where the Zionist occupation forces murdered nine Palestinians https://t.co/BnWtaSJrYq",0
1519726997949276163,syedanoor51214,2022-04-28 17:15:26+00:00,1,Israel,Palestine will be free soon Insha�Allah!\nIsrael and its allies will vanish from this globe.\n!!\n#???_???????\n\n'Stand With Palestine'\n'Stand With Yemen�,0
1390834897342902282,ShabibRizvi,2021-05-08 01:04:14+00:00,1,Jews,"@michaeldickson @zarahsultana Oh Really Michael, So Hitler killing Jews were legal or political? World knows Israel occupied Palestinian land, killing innocent is condemnable but Palestinian lives also matters!",0
1649323258582376448,SHPS4,2023-04-21 08:04:42+00:00,1,Israel,"US Congressman Raul M.Grijalva:"" My colleagues and I are making a simple request: ensure the billions in US funding to Israel's military isn't used to kill Palestinians, violate their human rights and freedoms, or steal their land.""\n#Apartheidisrael \n#palestineunderattack https://t.co/rn4VfTD2Ig",0
1124615180820680706,crummy_trader,2019-05-04 10:02:08+00:00,1,Kikes,"Geez, the kikes are everywhere.",0
